time,open,high,low,close,volume
2004-05-10,1098.7,1098.7,1079.63,1087.12,1918400000
2004-05-11,1088.14,1095.69,1088.14,1095.49,1533800000
2004-05-12,1094.47,1097.55,1076.32,1097.26,1697600000
2004-05-13,1097.28,1102.77,1091.76,1096.47,1411100000
2004-05-14,1096.01,1102.37,1088.24,1095.66,1335900000
2004-05-17,1092.8,1092.8,1079.36,1084.08,1430100000
2004-05-18,1085.66,1094.14,1085.66,1091.53,1353000000
2004-05-19,1091.49,1105.93,1088.51,1088.68,1548600000
2004-05-20,1089.08,1092.62,1085.43,1089.18,1211000000
2004-05-21,1090.69,1099.7,1089.78,1093.59,1258600000
2004-05-24,1094.84,1101.71,1091.77,1095.34,1227500000
2004-05-25,1094.98,1113.8,1090.74,1113.08,1545700000
2004-05-26,1112.37,1116.71,1109.91,1114.95,1369400000
2004-05-27,1114.94,1123.95,1114.86,1121.26,1447500000
2004-05-28,1121.37,1122.69,1118.1,1120.64,1172600000
2004-06-01,1119.48,1122.7,1113.32,1121.24,1238000000
2004-06-02,1121.2,1128.1,1118.64,1124.99,1251700000
2004-06-03,1124.99,1125.31,1116.56,1116.63,1232400000
2004-06-04,1116.65,1129.17,1116.65,1122.51,1115300000
2004-06-07,1122.5,1140.54,1122.5,1140.53,1211800000
2004-06-08,1139.23,1142.16,1135.45,1142.12,1190300000
2004-06-09,1141.09,1141.09,1131.17,1131.29,1276800000
2004-06-10,1131.33,1136.47,1131.33,1136.47,1160600000
2004-06-14,1135.21,1135.21,1122.16,1125.26,1179400000
2004-06-15,1126.55,1137.36,1126.55,1132.0,1345900000
2004-06-16,1131.89,1135.28,1130.55,1133.6,1168400000
2004-06-17,1132.83,1133.45,1126.89,1132.03,1296700000
2004-06-18,1132.05,1139.08,1129.82,1135.0,1500600000
2004-06-21,1135.43,1138.05,1129.64,1130.32,1123900000
2004-06-22,1130.3,1135.05,1124.37,1134.41,1382300000
2004-06-23,1134.12,1145.16,1131.73,1144.04,1444200000
2004-06-24,1143.76,1146.34,1139.94,1140.62,1394900000
2004-06-25,1140.73,1145.97,1134.24,1134.32,1812900000
2004-06-28,1136.6,1142.88,1131.62,1133.52,1354600000
2004-06-29,1132.96,1138.26,1131.81,1136.23,1375000000
2004-06-30,1136.57,1144.22,1133.62,1140.75,1473800000
2004-07-01,1140.73,1140.8,1123.06,1128.98,1495700000
2004-07-02,1128.94,1129.18,1123.26,1125.38,1085000000
2004-07-06,1123.58,1123.58,1113.21,1116.19,1283300000
2004-07-07,1116.21,1122.37,1114.92,1118.33,1328600000
2004-07-08,1116.72,1119.12,1108.72,1109.1,1401100000
2004-07-09,1109.11,1115.57,1109.11,1112.81,1186300000
2004-07-12,1111.57,1115.95,1106.71,1114.35,1114600000
2004-07-13,1114.87,1116.3,1112.99,1115.13,1199700000
2004-07-14,1115.14,1119.6,1107.83,1111.47,1462000000
2004-07-15,1112.08,1114.67,1106.6,1106.69,1408700000
2004-07-16,1107.93,1112.17,1101.07,1101.4,1450300000
2004-07-19,1101.39,1105.52,1096.55,1100.9,1319900000
2004-07-20,1101.1,1108.88,1099.1,1108.67,1445800000
2004-07-21,1108.67,1116.27,1093.88,1093.88,1679500000
2004-07-22,1093.87,1099.69,1084.16,1096.84,1680800000
2004-07-23,1096.84,1096.84,1083.49,1086.2,1337500000
2004-07-26,1086.62,1089.82,1078.78,1084.07,1413400000
2004-07-27,1084.07,1096.65,1084.07,1094.83,1610800000
2004-07-28,1093.88,1098.84,1082.17,1095.42,1554300000
2004-07-29,1097.09,1103.71,1095.82,1100.43,1530100000
2004-07-30,1100.37,1103.73,1096.96,1101.72,1298200000
2004-08-02,1101.72,1108.6,1097.34,1106.62,1276000000
2004-08-03,1106.32,1106.32,1099.2,1099.69,1338300000
2004-08-04,1098.67,1102.45,1092.4,1098.63,1369200000
2004-08-05,1098.63,1098.83,1079.98,1080.7,1397400000
2004-08-06,1078.55,1078.55,1062.23,1063.97,1521000000
2004-08-09,1064.8,1069.46,1064.15,1065.22,1086000000
2004-08-10,1066.22,1079.04,1066.22,1079.04,1245600000
2004-08-11,1079.04,1079.04,1065.92,1075.79,1410400000
2004-08-12,1075.79,1075.79,1062.82,1063.23,1405100000
